CustomerID,TOTAL_ORDERS,REVENUE,AVERAGE_ORDER_VALUE,CARRIAGE_REVENUE,AVERAGESHIPPING,FIRST_ORDER_DATE,LATEST_ORDER_DATE,AVGDAYSBETWEENORDERS,DAYSSINCELASTORDER,MONDAY_ORDERS,TUESDAY_ORDERS,WEDNESDAY_ORDERS,THURSDAY_ORDERS,FRIDAY_ORDERS,SATURDAY_ORDERS,SUNDAY_ORDERS,MONDAY_REVENUE,TUESDAY_REVENUE,WEDNESDAY_REVENUE,THURSDAY_REVENUE,FRIDAY_REVENUE,SATURDAY_REVENUE,SUNDAY_REVENUE,WEEK1_DAY01_DAY07_ORDERS,WEEK2_DAY08_DAY15_ORDERS,WEEK3_DAY16_DAY23_ORDERS,WEEK4_DAY24_DAY31_ORDERS,WEEK1_DAY01_DAY07_REVENUE,WEEK2_DAY08_DAY15_REVENUE,WEEK3_DAY16_DAY23_REVENUE,WEEK4_DAY24_DAY31_REVENUE,TIME_0000_0600_ORDERS,TIME_0601_1200_ORDERS,TIME_1200_1800_ORDERS,TIME_1801_2359_ORDERS,TIME_0000_0600_REVENUE,TIME_0601_1200_REVENUE,TIME_1200_1800_REVENUE,TIME_1801_2359_REVENUE,LOG_REVENUE,CUSTOMER_LIFETIME_VALUE,ORDER_FREQUENCY
12695,-0.4630159808426923,-0.3714801087052523,144.2,9.98,1.43,2020-07-27,2021-10-24,64.86,1,2,0,0,2,0,2,1,480.19,0.0,0.0,84.99,0.0,291.25,153.0,0,3,2,2,0.0,217.18,291.25,501.0,0,3,3,1,0.0,217.18,444.25,348.0,6.9181312618069075,504.715,0.015384615384615385
12782,-0.3841429941905575,-0.37425546134468335,125.67,45.93,5.74,2019-06-02,2021-10-24,109.38,1,0,2,1,2,0,1,2,0.0,195.48,384.99,159.99,0.0,95.39,169.48,2,3,1,2,453.98,255.38,134.49,161.48,2,1,4,1,195.48,384.99,355.87,68.99,6.914065328678159,502.665,0.0091324200913242
12853,-0.30527000753842265,-0.3759680569977958,111.42,2.0,0.22,2019-11-23,2021-10-24,77.89,1,5,0,1,1,0,1,1,655.35,0.0,140.25,70.0,0.0,76.0,61.2,0,5,2,2,0.0,655.35,216.25,131.2,0,0,8,1,0.0,0.0,941.6,61.2,6.911548077220833,501.4,0.01282051282051282
13146,-0.30527000753842265,-0.3834547399714807,110.19,32.94,3.66,2018-05-07,2021-10-24,140.67,1,1,0,2,2,0,2,2,90.99,0.0,132.08,157.59,0.0,119.08,492.0,2,2,2,3,160.98,278.09,103.08,449.59,0,2,1,6,0.0,132.08,292.0,567.66,6.900468796931164,495.87,0.007103393843725336
13160,-0.147524034234153,-0.38394888812435507,90.09,44.91,4.08,2020-05-16,2021-10-24,47.82,1,2,0,0,1,4,2,2,137.98,0.0,0.0,164.99,370.36,218.23,99.45,1,4,4,2,64.99,411.96,414.61,99.45,2,1,7,1,164.38,68.99,684.65,72.99,6.8997331878792245,495.505,0.020872865275142316
13261,-0.6996349407990968,-0.3869476228054965,246.65,11.98,3.0,2021-05-09,2021-10-24,42.0,1,0,0,1,0,0,0,3,0.0,0.0,347.99,0.0,0.0,0.0,638.59,0,2,0,2,0.0,745.18,0.0,241.4,0,2,0,2,0.0,241.4,0.0,745.18,6.895257506152157,493.29,0.023668639053254437
13362,-0.3841429941905575,-0.38974328290326493,122.81,30.95,3.87,2017-01-23,2021-10-24,216.88,1,2,0,4,0,0,0,2,236.98,0.0,522.24,0.0,0.0,0.0,223.23,0,2,5,1,0.0,307.49,570.22,104.74,0,2,2,4,0.0,223.23,329.99,429.23,6.891066797695902,491.225,0.004608294930875576
13540,-0.5418889674948272,-0.394535843070868,162.56,14.97,2.5,2020-06-10,2021-10-24,83.5,1,0,0,1,0,1,1,3,0.0,0.0,44.99,0.0,140.99,459.0,330.39,2,2,0,2,245.98,96.99,0.0,632.4,0,2,2,2,0.0,314.39,511.0,149.98,6.883841612934121,487.685,0.01195219123505976
13541,-0.06865104758201816,-0.394535843070868,81.28,16.97,1.41,2020-03-10,2021-10-24,49.42,1,0,3,0,8,0,0,1,0.0,326.98,0.0,553.39,0.0,0.0,95.0,0,10,1,1,0.0,756.38,123.99,95.0,0,3,4,5,0.0,326.98,328.99,319.4,6.883841612934121,487.685,0.020202020202020204
13658,-0.22639702088628783,-0.3975345777520094,97.09,30.94,3.09,2018-05-07,2021-10-24,126.6,1,3,0,0,1,3,1,2,346.97,0.0,0.0,135.0,289.99,109.0,89.98,3,4,2,1,286.98,376.98,259.99,46.99,1,3,5,1,124.99,380.98,389.98,74.99,6.879294074160102,485.47,0.007892659826361484
13733,-0.147524034234153,-0.3994773245996112,88.01,43.92,3.99,2019-07-18,2021-10-24,75.36,1,2,0,0,1,2,4,2,255.98,0.0,0.0,64.99,135.98,242.99,268.13,0,1,6,4,0.0,104.99,428.97,434.11,1,0,5,5,94.99,0.0,440.96,432.12,6.876336848703709,484.035,0.01325301204819277
13815,-0.620761954146962,-0.4016231460305861,192.98,28.95,5.79,2020-04-18,2021-10-24,110.8,1,0,0,0,1,0,2,2,0.0,0.0,0.0,56.99,0.0,566.43,341.48,0,1,3,1,0.0,349.19,458.72,156.99,0,2,0,3,0.0,506.18,0.0,458.72,6.8730603091852505,482.45,0.009009009009009009
13947,-0.22639702088628783,-0.40500095326735713,95.99,50.91,5.09,2020-05-05,2021-10-24,53.7,1,4,2,1,1,1,0,1,497.16,164.98,73.99,69.99,78.99,0.0,74.8,4,2,1,3,322.96,182.98,156.99,296.98,0,2,7,1,0.0,148.79,750.13,60.99,6.867880752139259,479.955,0.01858736059479554
13949,0.0890949257222515,-0.40502802987847353,68.56,79.87,5.71,2020-05-24,2021-10-24,37.0,1,1,3,4,0,3,1,2,84.99,143.98,375.96,0.0,157.97,86.99,109.98,1,6,4,3,145.99,402.95,240.96,169.97,2,4,7,1,108.99,309.96,507.93,32.99,6.86783912406528,479.935,0.02697495183044316
14035,0.0890949257222515,-0.4069030851982843,68.36,51.9,3.71,2018-06-21,2021-10-24,87.21,1,1,3,2,3,3,0,2,84.99,225.98,83.18,218.48,182.97,0.0,161.5,2,2,6,4,117.98,150.98,424.16,263.98,0,4,6,4,0.0,219.17,406.96,330.97,6.864952156656828,478.55,0.011456628477905073
14372,0.010221939070116669,-0.41461991936645864,72.75,51.9,3.99,2020-05-14,2021-10-24,40.62,1,0,2,1,2,5,1,2,0.0,63.98,84.99,148.19,348.96,82.99,216.59,3,4,4,2,198.97,245.57,246.17,254.99,0,6,3,4,0.0,370.56,191.98,383.16,6.852982253134845,472.85,0.024574669187145556
14387,-0.8573809141033665,-0.4150937600609957,472.5,0.0,0.0,2021-10-24,2021-10-24,0.0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,945.0,0,0,0,2,0.0,0.0,0.0,945.0,0,0,2,0,0.0,0.0,945.0,0.0,6.852242569051878,472.5,2.0
14474,0.010221939070116669,-0.41753742421425094,72.41,62.89,4.84,2020-06-13,2021-10-24,38.31,1,1,6,1,1,0,3,1,85.99,270.96,59.99,94.99,0.0,245.97,183.49,0,8,2,3,0.0,461.94,180.98,298.47,0,10,1,2,0.0,602.92,183.49,154.98,6.84841920163559,470.695,0.026052104208416832
14636,-0.620761954146962,-0.42119276671496514,187.2,4.99,1.0,2020-08-31,2021-10-24,83.8,1,2,0,0,0,0,0,3,433.49,0.0,0.0,0.0,0.0,0.0,502.5,0,0,2,3,0.0,0.0,324.0,611.99,1,0,2,2,178.5,0.0,324.0,433.49,6.8426726098228805,467.995,0.011904761904761904
14750,-0.620761954146962,-0.4239139661321634,186.39,18.97,3.79,2018-07-12,2021-10-24,240.0,1,1,0,0,2,1,0,1,146.99,0.0,0.0,222.99,160.99,0.0,401.0,0,1,2,2,0.0,70.0,307.98,553.99,0,1,2,2,0.0,401.0,313.98,216.99,6.838373045989546,465.985,0.004163197335553705
14844,-0.6996349407990968,-0.4260800950214756,232.19,14.97,3.74,2021-01-19,2021-10-24,69.5,1,0,1,0,1,1,0,1,0.0,63.49,0.0,399.0,40.09,0.0,426.19,0,0,3,1,0.0,0.0,502.58,426.19,0,2,2,0,0.0,466.28,462.49,0.0,6.834937243732732,464.385,0.014336917562724014
14964,-0.620761954146962,-0.42863206561919637,185.0,0.0,0.0,2021-10-24,2021-10-24,0.0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,925.0,0,0,0,5,0.0,0.0,0.0,925.0,0,5,0,0,0.0,925.0,0.0,0.0,6.8308742346461795,462.5,5.0
15013,-0.22639702088628783,-0.4297151300638525,92.34,57.4,5.74,2021-07-13,2021-10-24,10.3,1,0,2,0,0,2,5,1,0.0,194.98,0.0,0.0,278.98,343.45,105.99,4,2,3,1,338.46,273.98,204.97,105.99,0,4,6,0,0.0,354.96,568.44,0.0,6.829144878400226,461.7,0.09615384615384616
15125,0.010221939070116669,-0.43236186880048066,70.73,55.89,4.3,2019-10-12,2021-10-24,57.15,1,3,2,1,1,0,3,3,123.97,215.98,59.99,42.99,0.0,184.98,291.58,2,3,6,2,269.98,191.59,291.94,165.98,0,8,3,2,0.0,704.53,130.97,83.99,6.824906136953069,459.745,0.01747311827956989
15323,-0.5418889674948272,-0.4369310469263734,152.12,12.98,2.16,2020-01-14,2021-10-24,108.17,1,1,2,0,2,0,0,1,164.35,142.0,0.0,364.99,0.0,0.0,241.4,1,1,2,2,184.99,65.0,344.35,318.4,0,2,2,2,0.0,344.35,249.99,318.4,6.817546067091654,456.37,0.009230769230769232
15366,-0.6996349407990968,-0.43811564866271596,227.75,4.99,1.25,2018-11-25,2021-10-24,266.0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,910.99,0,0,0,4,0.0,0.0,0.0,910.99,0,0,4,0,0.0,0.0,910.99,0.0,6.815629025101936,455.495,0.003755868544600939
15413,-0.147524034234153,-0.4389550236073244,82.7,49.9,4.54,2019-10-19,2021-10-24,66.91,1,2,1,2,2,1,2,1,242.28,53.99,235.98,137.18,56.99,139.98,43.35,3,0,4,4,445.27,0.0,233.96,230.52,0,1,5,5,0.0,56.99,410.41,442.35,6.814268435888673,454.875,0.014925373134328358
15442,-0.22639702088628783,-0.4395100941352107,90.89,34.93,3.49,2020-05-28,2021-10-24,51.4,1,3,1,0,2,0,2,2,458.98,59.99,0.0,84.99,0.0,119.99,184.98,2,1,3,4,119.99,295.0,238.97,254.97,0,6,1,3,0.0,394.96,83.99,429.98,6.813367673475241,454.465,0.019417475728155338
15511,-0.30527000753842265,-0.44121592063554393,100.71,50.91,5.66,2020-08-30,2021-10-24,46.67,1,1,3,2,0,1,0,2,145.99,190.47,264.98,0.0,53.99,0.0,250.98,2,3,0,4,152.98,300.97,0.0,452.46,1,0,2,6,104.99,0.0,291.98,509.44,6.8105943876672645,453.205,0.021377672209026127
15522,-0.30527000753842265,-0.44150022505226616,100.67,5.99,0.67,2020-09-24,2021-10-24,43.89,1,0,0,0,1,2,0,6,0.0,0.0,0.0,260.0,309.99,0.0,336.0,1,0,0,8,44.99,0.0,0.0,861.0,0,6,2,1,0.0,336.0,304.99,265.0,6.810131424696033,452.995,0.022727272727272728
15523,-0.7785079274512317,-0.44150022505226616,302.0,3.99,1.33,2018-02-01,2021-10-24,453.67,1,0,0,0,1,0,0,2,0.0,0.0,0.0,675.0,0.0,0.0,230.99,1,1,0,1,675.0,202.99,0.0,28.0,0,1,1,1,0.0,675.0,28.0,202.99,6.810131424696033,452.995,0.0022026431718061676
15673,-0.147524034234153,-0.44428911599725546,81.99,40.92,3.72,2020-07-27,2021-10-24,41.27,1,1,2,0,2,2,2,2,144.99,225.98,0.0,120.99,175.74,78.28,155.89,2,4,2,3,74.94,248.07,241.98,336.88,0,3,2,6,0.0,256.07,155.89,489.91,6.805578578490524,450.935,0.024175824175824177
15797,-0.4630159808426923,-0.4468613940533136,128.3,20.92,2.99,2014-09-08,2021-10-24,371.86,1,1,1,1,0,2,1,1,4.95,124.99,181.99,0.0,368.9,144.99,72.25,0,3,2,2,0.0,373.85,306.98,217.24,0,1,3,3,0.0,124.99,259.19,513.89,6.801360895734013,449.035,0.002688172043010753
15849,-0.22639702088628783,-0.44820168630357543,89.61,28.94,2.89,2018-01-09,2021-10-24,138.4,1,0,3,0,2,3,1,1,0.0,151.97,0.0,240.98,376.15,58.99,68.0,1,6,1,2,69.99,528.12,58.99,238.99,1,0,5,4,135.15,0.0,443.97,316.97,6.799156191473792,448.045,0.007220216606498195
15872,-0.3841429941905575,-0.4484859907202977,111.96,18.97,2.37,2019-06-20,2021-10-24,107.13,1,1,0,0,4,0,1,2,168.19,0.0,0.0,356.09,0.0,157.19,214.2,3,0,3,2,125.1,0.0,556.37,214.2,0,2,3,3,0.0,388.18,382.39,125.1,6.798687901392984,447.835,0.009324009324009324
15941,-0.30527000753842265,-0.44977889890110584,99.31,22.96,2.55,2019-11-21,2021-10-24,78.11,1,0,1,2,3,2,0,1,0.0,54.99,333.79,179.98,215.35,0.0,109.65,1,3,1,4,64.0,291.34,39.99,498.43,0,0,9,0,0.0,0.0,893.76,0.0,6.796555525889912,446.88,0.01278409090909091
15961,-0.4630159808426923,-0.45031366197065475,127.57,14.97,2.14,2017-11-30,2021-10-24,203.43,1,0,0,0,3,2,0,2,0.0,0.0,0.0,348.39,345.09,0.0,199.49,1,2,1,3,141.1,279.39,139.99,332.49,0,3,2,2,0.0,355.89,326.98,210.1,6.795672217563484,446.485,0.004912280701754386
15998,-0.7785079274512317,-0.4509093474152156,297.36,3.99,1.33,2018-05-07,2021-10-24,422.0,1,2,0,0,0,0,0,1,798.59,0.0,0.0,0.0,0.0,0.0,93.5,1,0,1,1,79.59,0.0,719.0,93.5,0,0,0,3,0.0,0.0,0.0,892.09,6.794687359672726,446.045,0.0023677979479084454
16114,0.0890949257222515,-0.45312286037398136,63.49,41.92,2.99,2021-05-25,2021-10-24,10.86,1,1,1,4,2,2,1,3,49.99,45.49,240.24,113.98,112.98,41.65,284.49,3,4,2,5,202.08,212.13,139.64,334.97,2,6,3,3,87.14,426.63,218.08,156.97,6.7910191950804535,444.41,0.0915032679738562
16136,-0.620761954146962,-0.45368470005464673,177.6,5.99,1.2,2016-11-19,2021-10-24,360.0,1,0,0,1,2,0,1,1,0.0,0.0,452.24,300.0,0.0,55.0,80.75,0,0,3,2,0.0,0.0,722.24,165.75,0,3,2,0,0.0,617.99,270.0,0.0,6.790085986856713,443.995,0.00277623542476402
16392,-0.3841429941905575,-0.4584434144583543,110.12,20.96,2.62,2020-09-18,2021-10-24,50.13,1,0,0,1,2,1,3,1,0.0,0.0,154.99,89.98,50.99,435.0,150.0,0,4,3,1,0.0,379.97,350.99,150.0,0,3,5,0,0.0,454.99,425.97,0.0,6.782146703504459,440.48,0.01990049751243781
16470,-0.30527000753842265,-0.4600544728197801,97.62,34.93,3.88,2020-11-09,2021-10-24,38.78,1,2,1,0,2,0,2,2,227.98,175.0,0.0,101.18,0.0,157.18,217.24,2,4,0,3,101.18,607.97,0.0,169.43,1,0,2,6,52.99,0.0,219.19,606.4,6.779444520814099,439.29,0.025714285714285714
16477,-0.4630159808426923,-0.4602033941809204,125.48,23.96,3.42,2019-02-13,2021-10-24,140.57,1,2,0,2,1,1,0,1,235.39,0.0,275.99,103.99,56.99,0.0,206.0,2,3,0,2,235.39,379.98,0.0,262.99,0,3,4,0,0.0,332.98,545.38,0.0,6.779194370153875,439.18,0.007106598984771574
16510,-0.7785079274512317,-0.4607381572504693,292.52,14.97,4.99,2020-12-30,2021-10-24,99.33,1,0,0,1,1,0,0,1,0.0,0.0,414.59,408.99,0.0,0.0,53.99,0,0,0,3,0.0,0.0,0.0,877.57,0,0,1,2,0.0,0.0,414.59,462.98,6.778295585727668,438.785,0.010033444816053512
16569,-0.30527000753842265,-0.4619362972923701,97.31,29.95,3.33,2021-04-12,2021-10-24,21.67,1,2,0,0,1,3,0,3,307.28,0.0,0.0,337.99,97.79,0.0,132.74,0,1,4,4,0.0,221.19,183.88,470.73,0,4,5,0,0.0,470.73,405.07,0.0,6.776278916193751,437.9,0.04591836734693878
16586,-0.147524034234153,-0.46230860069522056,79.57,26.95,2.45,2020-10-26,2021-10-24,33.0,1,1,1,0,0,2,6,1,51.99,201.99,0.0,0.0,228.0,330.37,62.9,5,3,1,2,249.38,429.99,80.99,114.89,4,0,5,2,386.98,0.0,223.38,264.89,6.7756514383488,437.625,0.03021978021978022
16598,-0.5418889674948272,-0.46250490612581446,145.83,23.96,3.99,2021-04-10,2021-10-24,32.83,1,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0.0,281.98,592.98,0,2,1,3,0.0,281.98,242.99,349.99,0,1,5,0,0.0,145.99,728.97,0.0,6.77532042779339,437.48,0.030303030303030304
16618,-0.620761954146962,-0.46316151394538724,174.8,5.99,1.2,2019-07-05,2021-10-24,168.4,1,0,0,0,0,2,0,3,0.0,0.0,0.0,0.0,379.99,0.0,494.0,1,0,1,3,64.99,0.0,315.0,494.0,3,2,0,0,379.99,494.0,0.0,0.0,6.774212457720879,436.995,0.005931198102016607
16633,-0.620761954146962,-0.46350674073712134,174.7,9.98,2.0,2019-09-05,2021-10-24,156.0,1,0,0,1,2,0,0,2,0.0,0.0,169.99,354.99,0.0,0.0,348.5,1,1,0,3,179.99,175.0,0.0,518.49,0,2,3,0,0.0,344.99,528.49,0.0,6.77362942398558,436.74,0.006402048655569782
16825,-0.3841429941905575,-0.4672433130711847,108.5,22.96,2.87,2021-06-08,2021-10-24,17.25,1,0,1,2,0,0,4,1,0.0,45.0,451.99,0.0,0.0,178.98,191.99,1,2,0,5,249.99,247.0,0.0,370.97,1,3,4,0,249.99,73.99,543.98,0.0,6.767297094286535,433.98,0.05755395683453238
17038,-0.3841429941905575,-0.4709934237108063,107.8,46.92,5.87,2020-03-19,2021-10-24,73.0,1,2,1,0,1,0,1,3,212.98,64.99,0.0,63.49,0.0,25.99,494.97,1,2,3,2,179.99,196.98,276.47,208.98,2,1,3,2,233.98,182.99,249.97,195.48,6.760901247087513,431.21,0.013675213675213675
17234,-0.7785079274512317,-0.4748315333365562,285.58,0.0,0.0,2020-01-13,2021-10-24,216.67,1,1,0,0,0,0,1,1,389.0,0.0,0.0,0.0,0.0,81.0,386.75,1,1,0,1,81.0,389.0,0.0,386.75,0,1,2,0,0.0,389.0,467.75,0.0,6.7543126817385595,428.375,0.004608294930875576
17404,-0.147524034234153,-0.4782634937955601,77.43,40.93,3.72,2020-06-05,2021-10-24,46.0,1,2,0,0,5,1,1,2,277.98,0.0,0.0,198.58,105.99,134.99,134.14,1,6,1,3,105.99,418.47,66.99,260.23,1,3,2,5,176.99,269.13,155.98,249.58,6.748384330564994,425.84,0.021696252465483234
17476,-0.6996349407990968,-0.4796850158791711,212.4,11.98,3.0,2019-06-03,2021-10-24,218.5,1,1,1,0,0,0,0,2,121.0,403.6,0.0,0.0,0.0,0.0,324.98,1,1,0,2,121.0,144.99,0.0,583.59,0,2,1,1,0.0,265.99,403.6,179.99,6.745918469728619,424.79,0.004571428571428572
17477,-0.30527000753842265,-0.47971209249028757,94.39,26.54,2.95,2018-07-11,2021-10-24,133.44,1,1,0,4,0,0,1,3,29.99,0.0,358.97,0.0,0.0,69.99,390.59,1,1,1,6,69.99,61.99,175.99,541.57,0,4,3,2,0.0,474.99,168.57,205.98,6.745871441888128,424.77,0.0074875207986688855
17581,-0.5418889674948272,-0.48160068611565654,141.13,30.95,5.16,2021-05-10,2021-10-24,27.83,1,1,0,0,1,1,1,2,113.99,0.0,0.0,157.19,119.49,118.49,337.59,0,2,3,1,0.0,271.18,414.07,161.5,0,1,2,3,0.0,157.19,337.59,351.97,6.742585781005748,423.375,0.03571428571428571
17638,-0.22639702088628783,-0.4825348291991724,84.54,39.92,3.99,2020-11-14,2021-10-24,34.4,1,2,0,0,1,1,3,3,143.58,0.0,0.0,76.19,32.99,325.37,267.24,1,4,1,4,143.99,345.56,67.39,288.43,0,2,6,2,0.0,221.18,415.81,208.38,6.740956616241468,422.685,0.028985507246376812
17679,-0.5418889674948272,-0.48302897735204675,140.77,30.94,5.16,2021-01-29,2021-10-24,44.67,1,1,1,0,0,2,0,2,94.09,103.99,0.0,0.0,182.08,0.0,464.48,2,1,0,3,158.48,105.99,0.0,580.17,0,2,1,3,0.0,182.08,409.99,252.57,6.740093737126932,422.32,0.022304832713754646
17879,-0.8573809141033665,-0.48735446597789184,419.13,0.0,0.0,2017-09-19,2021-10-24,748.0,1,0,1,0,0,0,0,1,0.0,800.0,0.0,0.0,0.0,0.0,38.25,0,0,1,1,0.0,0.0,800.0,38.25,0,1,0,1,0.0,800.0,0.0,38.25,6.732508635860144,419.125,0.0013360053440213762
17955,-0.3841429941905575,-0.4888775253531894,104.5,0.0,0.0,2021-10-18,2021-10-24,0.75,1,4,0,0,0,0,0,4,418.0,0.0,0.0,0.0,0.0,0.0,418.0,0,0,4,4,0.0,0.0,418.0,418.0,0,0,4,4,0.0,0.0,418.0,418.0,6.729824070489475,418.0,1.1428571428571428
18095,-0.6996349407990968,-0.4909218094924777,208.25,10.98,2.75,2019-11-09,2021-10-24,178.75,1,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,685.0,147.98,0,2,0,2,0.0,685.0,0.0,147.98,0,0,2,2,0.0,0.0,685.0,147.98,6.726209421255855,416.49,0.00558659217877095
18241,0.325713885678656,-0.49344670347908215,48.78,78.85,4.64,2020-08-29,2021-10-24,24.76,1,3,2,3,1,3,2,3,111.97,70.74,93.37,65.99,159.97,149.98,177.23,4,2,5,6,219.96,63.74,224.55,321.0,0,6,5,6,0.0,301.2,306.55,221.5,6.721726860256856,414.625,0.04028436018957346
18397,-0.4630159808426923,-0.4963439008685371,117.85,16.97,2.42,2020-05-31,2021-10-24,73.0,1,0,0,1,0,3,1,2,0.0,0.0,115.99,0.0,210.0,85.99,412.99,3,2,0,2,210.0,201.98,0.0,412.99,0,0,4,3,0.0,0.0,448.0,376.97,6.7165584532488145,412.485,0.013671875
18504,-0.06865104758201816,-0.4985032606050701,68.48,63.88,5.32,2019-12-20,2021-10-24,56.17,1,2,0,1,1,2,2,4,154.08,0.0,84.99,53.99,127.98,68.18,332.56,0,2,6,4,0.0,131.48,481.04,209.26,0,1,5,6,0.0,53.99,280.35,487.44,6.712688850239818,410.89,0.017777777777777778
18518,0.010221939070116669,-0.49885525654958335,63.17,45.91,3.53,2020-06-04,2021-10-24,39.0,1,1,3,7,1,0,0,1,92.39,189.18,470.95,43.24,0.0,0.0,25.5,5,2,2,4,389.31,136.08,147.39,148.48,0,4,4,5,0.0,217.16,190.88,413.22,6.712056646746505,410.63,0.025590551181102362
18531,-0.06865104758201816,-0.499038023674619,68.42,29.94,2.5,2020-11-25,2021-10-24,27.75,1,0,0,5,1,1,3,2,0.0,0.0,333.37,46.75,90.95,209.18,140.74,1,4,0,7,76.99,198.69,0.0,545.31,0,2,5,5,0.0,129.18,358.44,333.37,6.711728229532058,410.495,0.03592814371257485
18538,-0.5418889674948272,-0.49905833113295633,136.83,19.96,3.33,2018-08-06,2021-10-24,195.83,1,2,0,3,0,0,0,1,246.98,0.0,454.98,0.0,0.0,0.0,119.0,2,2,1,1,262.99,374.98,63.99,119.0,0,0,3,3,0.0,0.0,455.99,364.97,6.711691732071669,410.48,0.00510204081632653
18566,-0.22639702088628783,-0.49972170810530814,82.0,9.98,1.0,2020-12-03,2021-10-24,32.5,1,0,0,0,5,0,4,1,0.0,0.0,0.0,458.99,0.0,202.99,158.0,2,7,0,1,139.99,521.99,0.0,158.0,0,4,2,4,0.0,477.0,139.99,202.99,6.710498748619774,409.99,0.03067484662576687
18589,-0.6996349407990968,-0.5000669348970422,204.87,14.97,3.74,2020-06-16,2021-10-24,123.75,1,0,1,0,0,1,0,2,0.0,103.99,0.0,0.0,85.99,0.0,629.49,0,1,1,2,0.0,535.5,103.99,179.98,0,0,3,1,0.0,0.0,725.48,93.99,6.709877346790402,409.735,0.008064516129032258
18701,0.24684089902652118,-0.5018201454668293,51.06,35.93,2.25,2019-12-28,2021-10-24,41.63,1,1,2,5,1,0,5,2,54.49,59.74,162.99,112.09,0.0,213.58,213.99,2,2,5,7,59.74,121.0,161.48,474.66,0,8,3,5,0.0,370.21,244.99,201.68,6.706715626574853,408.44,0.0239880059970015
18704,-0.30527000753842265,-0.5018878369946203,90.75,40.93,4.55,2019-04-22,2021-10-24,101.78,1,3,0,1,0,1,0,4,192.07,0.0,85.99,0.0,200.0,0.0,338.72,1,4,1,3,85.99,433.98,84.99,211.82,0,7,2,0,0.0,664.8,151.98,0.0,6.706593351774314,408.39,0.009814612868047983
18938,-0.6996349407990968,-0.5058139456064985,202.75,11.98,3.0,2021-05-22,2021-10-24,38.75,1,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,744.99,65.99,2,0,1,1,370.0,0.0,374.99,65.99,1,0,2,1,374.99,0.0,370.0,65.99,6.699475709316469,405.49,0.02564102564102564
19010,-0.4630159808426923,-0.5070865463289693,115.59,24.95,3.56,2020-05-09,2021-10-24,76.14,1,1,0,1,0,0,3,2,140.19,0.0,72.14,0.0,0.0,341.38,255.39,4,2,0,1,469.56,149.14,0.0,190.4,0,5,1,1,0.0,544.72,140.19,124.19,6.697157696836445,404.55,0.013108614232209739
19203,-0.6996349407990968,-0.5104169694962868,201.05,10.98,2.75,2021-04-05,2021-10-24,50.5,1,3,0,0,0,0,0,1,376.18,0.0,0.0,0.0,0.0,0.0,428.0,1,0,0,3,174.99,0.0,0.0,629.19,0,4,0,0,0.0,804.18,0.0,0.0,6.691065854907726,402.09,0.019704433497536946
19411,-0.3841429941905575,-0.5138015458858369,99.9,41.93,5.24,2018-09-18,2021-10-24,141.5,1,0,1,3,1,0,1,2,0.0,104.99,275.97,148.75,0.0,134.99,134.48,1,1,3,3,134.99,150.99,284.73,228.47,0,1,2,5,0.0,104.99,228.98,465.21,6.684836702359224,399.59,0.00706090026478376
19464,-0.8573809141033665,-0.5146070750665498,399.0,7.99,4.0,2021-10-20,2021-10-24,2.0,1,0,0,1,0,0,0,1,0.0,0.0,395.0,0.0,0.0,0.0,402.99,0,0,1,1,0.0,0.0,395.0,402.99,0,1,0,1,0.0,402.99,0.0,395.0,6.683348430043398,398.995,0.4
19498,-0.7785079274512317,-0.5150606083027495,265.77,21.97,7.32,2021-09-04,2021-10-24,16.67,1,0,1,0,0,0,1,1,0.0,75.99,0.0,0.0,0.0,177.09,544.24,1,0,1,1,177.09,0.0,75.99,544.24,0,3,0,0,0.0,797.32,0.0,0.0,6.682509519576057,398.66,0.058823529411764705
19569,-0.3841429941905575,-0.5159879822334863,99.49,27.95,3.49,2019-01-13,2021-10-24,126.88,1,3,0,1,0,0,0,4,240.0,0.0,50.99,0.0,0.0,0.0,504.96,2,1,0,5,293.98,84.99,0.0,416.98,0,4,2,2,0.0,290.99,229.98,274.98,6.680791941565062,397.975,0.007874015748031496
19612,-0.7785079274512317,-0.5166310517475008,265.0,0.0,0.0,2021-10-24,2021-10-24,0.0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,795.0,0,0,0,3,0.0,0.0,0.0,795.0,0,3,0,0,0.0,795.0,0.0,0.0,6.679599185844383,397.5,3.0
19721,-0.22639702088628783,-0.5186076443589981,79.21,37.93,3.79,2019-11-27,2021-10-24,69.7,1,0,2,2,1,0,0,5,0.0,133.99,272.18,104.99,0.0,0.0,280.92,2,2,3,3,121.98,76.99,263.98,329.13,0,3,3,4,0.0,251.97,207.98,332.13,6.675924099270362,396.04,0.014326647564469915
